"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2014-15","662","Glascock County","ALL","All Column Values","General Administration",172360.32,75075.46,247435.78,4.48,4.12,4.5,4.13
"2014-15","662","Glascock County","ALL","All Column Values","School Administration",182611.38,50572.37,233183.75,4.22,3.89,4.24,3.89
"2014-15","662","Glascock County","ALL","All Column Values","Teachers and Paraprofessionals",2025967.05,715668.54,2741635.59,49.65,45.69,49.87,45.79
"2014-15","663","Glynn County","ALL","All Column Values","General Administration",505984.74,406345.84,912330.58,0.74,0.6,0.77,0.62
"2014-15","663","Glynn County","ALL","All Column Values","School Administration",3477761.64,1568487.21,5046248.85,4.08,3.29,4.24,3.42
"2014-15","663","Glynn County","ALL","All Column Values","Teachers and Paraprofessionals",47132504.77,20313266.66,67445771.43,54.58,44.03,56.69,45.65
"2014-15","664","Gordon County","ALL","All Column Values","General Administration",286922.64,163006.28,449928.92,0.79,0.67,0.83,0.69
"2014-15","664","Gordon County","ALL","All Column Values","School Administration",2021068.56,999097.91,3020166.47,5.3,4.51,5.56,4.63
"2014-15","664","Gordon County","ALL","All Column Values","Teachers and Paraprofessionals",21955408.6,9508707.02,31464115.62,55.23,46.93,57.88,48.24
"2014-15","665","Grady County","ALL","All Column Values","General Administration",221051.04,79012.51,300063.55,0.82,0.61,0.84,0.75
"2014-15","665","Grady County","ALL","All Column Values","School Administration",1189079.58,464918.06,1653997.64,4.53,3.39,4.65,4.16
"2014-15","665","Grady County","ALL","All Column Values","Teachers and Paraprofessionals",15825349.1,6030754,21856103.1,59.83,44.75,61.41,54.99
"2014-15","666","Greene County","ALL","All Column Values","General Administration",371005.52,208789.07,579794.59,1.81,1.58,1.88,1.65
