SysSchoolid,School Name,Retained Total Students,Retained Total American Indian,Retained Percent American Indian,Retained Total Asian,Retained Percent Asian,Retained Total Black,Retained Percent Black,Retained Total Female,Retained Percent Female,Retained Total Hispanic,Retained Percent Hispanic,Retained Total Male,Retained Percent Male,Retained Total Multiracial,Retained Percent Multiracial,Retained Total White,Retained Percent White
668:5052,Hazel Grove Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
668:ALL,Habersham County,137,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,46,33.6,52,38,91,66.4,Too Few Students,Too Few Students,79,57.7
669:100,C. W. Davis Middle School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:101,Martin Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:102,Chestatee High School,106,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,39,36.8,39,36.8,67,63.2,Too Few Students,Too Few Students,64,60.4
669:103,Sugar Hill Elementary,11,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,10,90.9,Too Few Students,Too Few Students,0,0,0,0
669:105,Lanier Career Academy,82,0,0,Too Few Students,Too Few Students,12,14.6,40,48.8,36,43.9,42,51.2,0,0,33,40.2
669:1058,White Sulphur Elementary School,18,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,66.7,0,0,11,61.1
669:106,Chicopee Elementary School,14,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,10,71.4,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:110,World Language Academy,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:1552,East Hall High School,173,0,0,Too Few Students,Too Few Students,20,11.6,79,45.7,89,51.4,94,54.3,Too Few Students,Too Few Students,60,34.7
669:1556,North Hall High School,82,0,0,0,0,0,0,25,30.5,17,20.7,57,69.5,Too Few Students,Too Few Students,64,78
669:176,Myers Elementary School,10,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:189,West Hall High School,89,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,34,38.2,38,42.7,55,61.8,Too Few Students,Too Few Students,41,46.1
669:192,Spout Springs Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
669:194,Mount Vernon Elementary School,10,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:196,Friendship Elementary School,12,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:200,Chestatee Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669:202,Flowery Branch High,80,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,29,36.3,21,26.3,51,63.8,Too Few Students,Too Few Students,49,61.3
669:2052,Flowery Branch Elementary School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669:2056,Oakwood Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:276,Wauka Mountain Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0,0,0
669:289,East Hall Middle School,10,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:294,West Hall Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:3054,Lanier Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:3056,Riverbend Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0
669:389,North Hall Middle School,Too Few Students,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:4050,Chestnut Mountain Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:4054,Lula Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:4056,Sardis Elementary School,15,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:4556,South Hall Middle School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:4752,Johnson High School,86,0,0,Too Few Students,Too Few Students,11,12.8,39,45.3,54,62.8,47,54.7,Too Few Students,Too Few Students,19,22.1
669:5050,Jones Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
669:5052,Lyman Hall Elementary School,19,0,0,0,0,0,0,Too Few Students,Too Few Students,17,89.5,12,63.2,0,0,Too Few Students,Too Few Students
669:5054,McEver Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0
669:5056,Tadmore Elementary School,17,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,70.6,14,82.4,Too Few Students,Too Few Students,Too Few Students,Too Few Students
669:ALL,Hall County,913,Too Few Students,Too Few Students,Too Few Students,Too Few Students,65,7.1,371,40.6,411,45,542,59.4,10,1.1,418,45.8
670:106,Hancock Central Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0
670:188,Lewis Elementary School,17,0,0,0,0,17,100,Too Few Students,Too Few Students,0,0,10,58.8,0,0,0,0
670:288,Hancock Central High School,22,0,0,0,0,22,100,Too Few Students,Too Few Students,0,0,13,59.1,0,0,0,0
670:ALL,Hancock County,40,0,0,0,0,40,100,16,40,0,0,24,60,0,0,0,0
671:104,Tallapoosa Primary School,10,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,10,100
671:178,Buchanan Elementary School,14,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,12,85.7
671:197,Haralson County Middle School,26,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,17,65.4,Too Few Students,Too Few Students,25,96.2
671:2050,Buchanan Primary School,13,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,10,76.9,0,0,13,100
671:3050,Haralson County High School,52,0,0,0,0,Too Few Students,Too Few Students,21,40.4,0,0,31,59.6,Too Few Students,Too Few Students,50,96.2
671:4050,West Haralson Elementary School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671:ALL,Haralson County,115,0,0,0,0,Too Few Students,Too Few Students,44,38.3,Too Few Students,Too Few Students,71,61.7,Too Few Students,Too Few Students,110,95.7
672:110,Creekside School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672:188,Park Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
672:190,Pine Ridge Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
672:199,Mulberry Creek Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
672:290,New Mountain Hill Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
672:299,Harris County High School,49,0,0,0,0,17,34.7,18,36.7,Too Few Students,Too Few Students,31,63.3,0,0,30,61.2
672:399,Harris County Carver Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
672:ALL,Harris County,84,0,0,0,0,25,29.8,34,40.5,Too Few Students,Too Few Students,50,59.5,Too Few Students,Too Few Students,52,61.9
673:102,North Hart Elementary School,14,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
673:191,Hart County Middle School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
673:195,Hart County Academy,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
673:202,South Hart Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,11,91.7,0,0,Too Few Students,Too Few Students
673:3050,Hart County High School,35,0,0,0,0,Too Few Students,Too Few Students,11,31.4,Too Few Students,Too Few Students,24,68.6,Too Few Students,Too Few Students,20,57.1
673:5050,Hartwell Elementary School,27,0,0,0,0,12,44.4,10,37,0,0,17,63,0,0,15,55.6
673:ALL,Hart County,94,0,0,0,0,31,33,33,35.1,Too Few Students,Too Few Students,61,64.9,Too Few Students,Too Few Students,53,56.4
674:102,Heard County Middle School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
674:1050,Centralhatchee Elementary School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
674:106,Heard Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
674:110,New Heard County High School,22,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,14,63.6,Too Few Students,Too Few Students,17,77.3
674:2050,Ephesus Elementary School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
674:ALL,Heard County,36,0,0,0,0,Too Few Students,Too Few Students,11,30.6,Too Few Students,Too Few Students,25,69.4,Too Few Students,Too Few Students,28,77.8
675:100,Ola Elementary School,13,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
675:101,Union Grove High,79,0,0,Too Few Students,Too Few Students,29,36.7,30,38,Too Few Students,Too Few Students,49,62,Too Few Students,Too Few Students,43,54.4
675:104,Luella High School,54,0,0,0,0,29,53.7,18,33.3,Too Few Students,Too Few Students,36,66.7,Too Few Students,Too Few Students,14,25.9
675:105,Dutchtown High,56,0,0,Too Few Students,Too Few Students,45,80.4,20,35.7,Too Few Students,Too Few Students,36,64.3,Too Few Students,Too Few Students,Too Few Students,Too Few Students
675:1050,Fairview Elementary School,23,0,0,0,0,12,52.2,Too Few Students,Too Few Students,Too Few Students,Too Few Students,17,73.9,Too Few Students,Too Few Students,Too Few Students,Too Few Students
675:106,Luella Elementary School,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
675:107,Dutchtown Elementary School,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
675:108,Woodland Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
675:191,Cotton Indian Elementary School,21,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,17,81,Too Few Students,Too Few Students,12,57.1
675:194,Wesley Lakes Elementary School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0
675:195,Patrick Henry High School,83,Too Few Students,Too Few Students,0,0,51,61.4,24,28.9,Too Few Students,Too Few Students,59,71.1,Too Few Students,Too Few Students,21,25.3
675:196,Pate's Creek Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
675:197,Pleasant Grove Elementary School,14,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
675:200,Mount Carmel Elementary School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
675:203,East Lake Elementary,11,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
675:205,Henry County Evening Academy,43,0,0,Too Few Students,Too Few Students,27,62.8,20,46.5,Too Few Students,Too Few Students,23,53.5,0,0,Too Few Students,Too Few Students
675:2050,Hampton Elementary School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
675:206,Dutchtown Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
675:207,Timber Ridge Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
675:208,Walnut Creek Elementary,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
675:209,Bethlehem Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0,0,0,0,0
675:211,Rocky Creek Elementary,14,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
