"SysSchoolID","SchoolName","Number Tested All Students","Below Target All Students","On Target All Students","Exceeds Target All Students","Number Tested Economically Disadvantaged","Below Target Economically Disadvantaged","On Target Economically Disadvantaged","Exceeds Target Economically Disadvantaged","Number Tested Migrant","Below Target Migrant","On Target Migrant","Exceeds Target Migrant","Number Tested Not Economically Disadv.","Below Target Not Economically Disadv.","On Target Not Economically Disadv.","Exceeds Target Not Economically Disadv.","Number Tested Asian","Below Target Asian","On Target Asian","Exceeds Target Asian","Number Tested Black","Below Target Black","On Target Black","Exceeds Target Black","Number Tested Female","Below Target Female","On Target Female","Exceeds Target Female","Number Tested Hispanic","Below Target Hispanic","On Target Hispanic","Exceeds Target Hispanic","Number Tested Limited English Proficient","Below Target Limited English Proficient","On Target Limited English Proficient","Exceeds Target Limited English Proficient","Number Tested Male","Below Target Male","On Target Male","Exceeds Target Male","Number Tested Native Amer/Alaskan Native","Below Target Native Amer/Alaskan Native","On Target Native Amer/Alaskan Native","Exceeds Target Native Amer/Alaskan Native","Number Tested Students without Disabilities","Below Target Students without Disabilities","On Target Students without Disabilities","Exceeds Target Students without Disabilities","Number Tested Students with Disabilities","Below Target Students with Disabilities","On Target Students with Disabilities","Exceeds Target Students with Disabilities","Number Tested Multiracial","Below Target Multiracial","On Target Multiracial","Exceeds Target Multiracial","Number Tested White","Below Target White","On Target White","Exceeds Target White"
"614:ALL","Brooks County","177","29","69","2","85","33","65","2","1","","","","92","25","73","2","1","","","","106","30","69","1","95","23","77","0","3","","","","2","","","","82","35","60","5","1","","","","153","21","76","3","24","79","21","0","1","","","","65","26","71","3"
"615:199","Richmond Hill Middle School","314","10","78","11","63","19","81","0","","","","","251","8","78","14","4","","","","37","14","81","5","145","4","84","12","7","","","","","","","","169","15","73","11","","","","","290","8","79","12","24","33","67","0","11","18","73","9","255","9","79","12"
"615:402","Bryan County Middle School","147","33","65","2","86","45","55","0","","","","","61","16","79","5","","","","","49","59","41","0","82","24","74","1","1","","","","","","","","65","45","52","3","","","","","132","27","70","2","15","87","13","0","1","","","","96","20","77","3"
"615:ALL","Bryan County","461","18","74","8","149","34","66","0","","","","","312","10","78","13","4","","","","86","40","58","2","227","11","81","8","8","","","","","","","","234","24","68","9","","","","","422","14","77","9","39","54","46","0","12","25","67","8","351","12","78","10"
"616:198","William James Middle School","167","12","79","9","94","17","81","2","","","","","73","5","77","18","1","","","","94","15","83","2","78","5","87","8","","","","","","","","","89","18","72","10","","","","","143","8","81","10","24","33","67","0","1","","","","71","8","73","18"
"616:299","Langston Chapel Middle School","205","25","62","12","118","33","64","3","4","","","","87","15","61","24","3","","","","99","27","69","4","110","13","69","18","4","","","","2","","","","95","40","55","5","","","","","165","15","70","15","40","68","30","3","2","","","","97","24","58","19"
"616:300","Southeast Bulloch Middle School","203","18","77","4","92","24","73","3","2","","","","111","14","81","5","1","","","","21","43","57","0","104","10","85","6","4","","","","1","","","","99","27","70","3","","","","","174","13","82","5","29","48","52","0","3","","","","174","14","80","5"
"616:4052","Portal Middle/High School","50","20","76","4","34","21","79","0","1","","","","16","19","69","13","","","","","17","18","82","0","25","12","84","4","1","","","","","","","","25","28","68","4","","","","","45","16","80","4","5","","","","","","","","32","22","72","6"
"616:ALL","Bulloch County","625","19","73","8","338","25","72","3","7","","","","287","12","73","15","5","","","","231","23","74","3","317","10","80","10","9","","","","3","","","","308","29","66","6","","","","","527","13","78","9","98","53","46","1","6","","","","374","16","72","11"
"617:188","Burke County Middle School","362","28","69","3","362","28","69","3","","","","","","","","","","","","","248","33","65","2","182","21","75","3","4","","","","","","","","180","34","63","3","","","","","324","23","74","3","38","74","26","0","1","","","","109","15","79","6"
"617:ALL","Burke County","362","28","69","3","362","28","69","3","","","","","","","","","","","","","248","33","65","2","182","21","75","3","4","","","","","","","","180","34","63","3","","","","","324","23","74","3","38","74","26","0","1","","","","109","15","79","6"
"618:100","Henderson Middle School","248","24","75","1","110","34","66","0","","","","","138","17","82","1","4","","","","83","36","64","0","135","19","80","1","6","","","","","","","","113","31","69","0","","","","","226","21","78","1","22","59","41","0","1","","","","154","17","82","1"
"618:ALL","Butts County","248","24","75","1","110","34","66","0","","","","","138","17","82","1","4","","","","83","36","64","0","135","19","80","1","6","","","","","","","","113","31","69","0","","","","","226","21","78","1","22","59","41","0","1","","","","154","17","82","1"
"619:4050","Calhoun County Middle/High School","53","23","77","0","53","23","77","0","","","","","","","","","","","","","49","22","78","0","22","9","91","0","","","","","","","","","31","32","68","0","","","","","49","16","84","0","4","","","","1","","","","3","","",""
"619:ALL","Calhoun County","53","23","77","0","53","23","77","0","","","","","","","","","","","","","49","22","78","0","22","9","91","0","","","","","","","","","31","32","68","0","","","","","49","16","84","0","4","","","","1","","","","3","","",""
"620:182","Camden Middle School","400","18","74","9","161","20","73","6","","","","","239","15","74","10","4","","","","107","26","68","6","205","11","76","14","9","","","","1","","","","195","25","72","4","","","","","362","12","78","10","38","66","34","0","9","","","","271","14","76","10"
"620:395","Saint Marys Middle School","326","16","73","11","114","25","70","4","","","","","212","10","75","15","","","","","81","32","67","1","175","11","74","14","15","27","60","13","1","","","","151","21","72","7","1","","","","303","13","76","12","23","57","43","0","17","6","82","12","212","9","76","15"
"620:ALL","Camden County","726","17","74","10","275","23","72","5","","","","","451","13","75","12","4","","","","188","29","68","4","380","11","75","14","24","21","71","8","2","","","","346","23","72","5","1","","","","665","12","77","11","61","62","38","0","26","12","73","15","483","12","76","12"
"621:102","Metter Middle School","146","18","75","8","106","22","71","8","14","50","50","0","40","8","85","8","1","","","","47","17","81","2","70","9","80","11","19","42","58","0","12","50","50","0","76","26","70","4","","","","","131","12","79","8","15","67","33","0","1","","","","78","13","76","12"
"621:ALL","Candler County","146","18","75","8","106","22","71","8","14","50","50","0","40","8","85","8","1","","","","47","17","81","2","70","9","80","11","19","42","58","0","12","50","50","0","76","26","70","4","","","","","131","12","79","8","15","67","33","0","1","","","","78","13","76","12"
"622:101","Jonesville Middle School","158","17","72","11","76","26","66","8","","","","","82","9","77","15","2","","","","9","","","","85","7","78","15","1","","","","","","","","73","29","64","7","","","","","133","10","77","13","25","56","40","4","3","","","","143","17","72","11"
"622:102","Temple Middle School","175","18","74","7","81","30","63","7","","","","","94","9","84","7","2","","","","23","13","83","4","93","8","81","12","3","","","","5","","","","82","30","67","2","","","","","147","11","80","9","28","57","43","0","2","","","","145","17","74","8"
"622:177","Central Middle School","313","20","73","7","129","26","70","4","","","","","184","16","75","9","","","","","49","33","65","2","148","8","80","11","9","","","","1","","","","165","31","66","3","","","","","275","15","77","8","38","58","42","0","3","","","","252","16","75","8"
"622:198","Bay Springs Middle School","332","23","71","6","181","29","68","3","","","","","151","17","75","9","","","","","71","25","73","1","168","13","80","7","6","","","","","","","","164","34","62","4","","","","","288","17","77","7","44","66","34","0","4","","","","251","23","70","7"
"622:276","Mount Zion High School","41","39","56","5","25","40","56","4","","","","","16","38","56","6","","","","","5","","","","18","28","67","6","1","","","","1","","","","23","48","48","4","","","","","31","26","68","6","10","","","","3","","","","32","34","59","6"
"622:ALL","Carroll County","1019","21","72","7","492","28","67","5","","","","","527","14","76","9","4","","","","157","27","71","2","512","10","79","11","20","50","50","0","7","","","","507","32","64","4","","","","","874","14","77","8","145","61","38","1","15","27","67","7","823","19","72","8"
"657:ALL","Floyd County","830","18","77","5","312","25","72","3","","","","","518","13","80","6","4","","","","42","29","69","2","395","8","84","8","26","42","50","8","12","67","33","0","435","27","71","3","3","","","","716","12","83","6","114","57","42","1","11","0","100","0","744","17","78","5"
"658:199","Vickery Creek Middle School","278","10","66","24","31","32","61","6","1","","","","247","7","66","27","3","","","","1","","","","149","5","65","30","32","41","59","0","13","77","23","0","129","16","67","18","","","","","252","8","66","26","26","31","62","8","1","","","","241","6","66","28"
"658:202","Otwell Middle School","332","8","64","28","61","26","64","10","3","","","","271","4","65","32","2","","","","2","","","","171","5","59","36","34","29","65","6","23","48","52","0","161","11","70","19","","","","","296","5","64","31","36","31","69","0","2","","","","292","4","65","30"
"658:303","Liberty Middle School","270","11","77","11","48","25","69","6","","","","","222","9","79","13","2","","","","","","","","125","3","82","14","12","0","92","8","3","","","","145","19","72","9","2","","","","231","4","82","13","39","54","46","0","","","","","254","12","76","12"
"658:498","North Forsyth Middle School","310","12","75","13","57","26","67","7","2","","","","253","9","77","14","3","","","","","","","","153","10","74","16","19","53","42","5","13","69","31","0","157","15","76","10","","","","","271","7","78","15","39","46","54","0","3","","","","285","10","77","13"
"658:598","South Forsyth Middle School","436","6","63","31","19","37","53","11","1","","","","417","5","64","32","11","9","73","18","11","9","82","9","202","3","54","43","17","29","59","12","7","","","","234","9","71","21","","","","","402","3","64","33","34","44","53","3","6","","","","391","5","63","32"
"658:ALL","Forsyth County","1626","9","68","22","216","28","64","8","7","","","","1410","6","69","25","21","10","76","14","14","21","71","7","800","5","66","30","114","33","61","5","59","59","41","0","826","13","71","16","2","","","","1452","5","70","25","174","42","56","2","12","0","58","42","1463","7","69","24"
"659:4050","Franklin County Middle School","295","27","68","5","117","37","62","2","","","","","178","21","72","7","3","","","","37","46","54","0","155","21","72","7","7","","","","3","","","","140","34","64","2","","","","","258","20","74","5","37","76","24","0","2","","","","246","24","71","5"
"659:ALL","Franklin County","295","27","68","5","117","37","62","2","","","","","178","21","72","7","3","","","","37","46","54","0","155","21","72","7","7","","","","3","","","","140","34","64","2","","","","","258","20","74","5","37","76","24","0","2","","","","246","24","71","5"
"660:184","Crabapple Middle School","347","10","71","18","64","41","56","3","","","","","283","4","75","22","11","0","73","27","63","22","71","6","168","5","70","26","32","50","50","0","18","78","22","0","179","16","73","12","","","","","305","8","72","20","42","31","62","7","7","","","","234","2","74","24"
"660:186","Camp Creek Middle School","275","24","68","8","199","27","68","5","","","","","76","14","70","16","1","","","","271","24","68","8","147","19","70","11","1","","","","","","","","128","29","66","5","","","","","241","20","71","9","34","50","50","0","1","","","","1","","",""
"660:189","McNair Middle School","304","30","69","1","257","32","68","1","","","","","47","23","77","0","2","","","","293","31","69","1","162","20","80","1","1","","","","","","","","142","42","57","1","1","","","","271","24","76","1","33","85","15","0","4","","","","3","","",""
"660:284","Holcomb Bridge Middle School","247","18","65","17","80","39","61","0","","","","","167","8","66","25","16","13","75","13","59","17","80","3","127","16","60","24","46","54","46","0","34","68","32","0","120","21","70","9","","","","","231","18","64","18","16","19","75","6","6","","","","120","5","63","32"
"660:286","Ridgeview Middle School","198","24","67","9","91","40","59","1","","","","","107","10","74","16","3","","","","55","18","78","4","97","19","67","14","52","52","44","4","26","77","23","0","101","29","67","4","","","","","178","21","69","10","20","45","55","0","6","","","","82","9","76","16"
"660:289","Woodland Middle School","263","32","63","5","232","31","65","4","","","","","31","35","55","10","2","","","","206","24","69","6","143","22","72","6","46","65","35","0","37","76","24","0","120","43","53","4","","","","","223","26","68","6","40","63","38","0","3","","","","6","","",""
"660:302","Elkins Pointe Middle School","339","8","74","18","45","24","71","4","","","","","294","6","74","20","14","14","57","29","59","10","83","7","159","6","70","24","43","33","60","7","18","72","28","0","180","11","77","12","1","","","","298","5","75","19","41","29","66","5","13","8","85","8","209","2","75","23"
