SysSchoolid,School Name,Retained Total Students,Retained Total American Indian,Retained Percent American Indian,Retained Asian,Retained Total Asian,Retained Percent Asian,Retained Black,Retained Total Black,Retained Percent Black,Retained Female,Retained Total Female,Retained Percent Female,Retained Hispanic,Retained Total Hispanic,Retained Percent Hispanic,Retained Male,Retained Total Male,Retained Percent Male,Retained Multiracial,Retained Total Multiracial,Retained Percent Multiracial,Retained White,Retained Total White,Retained Percent White
751:494,Bacon Elementary School,51,0,0,51,0,0,51,19,37.3,51,24,47.1,51,6,11.8,51,27,52.9,51,0,0,51,26,51
751:ALL,Wayne County,185,0,0,185,0,0,185,70,37.8,185,75,40.5,185,11,5.9,185,110,59.5,185,1,0.5,185,103,55.7
752:104,Webster County Elementary/Middle School,3,0,0,3,0,0,3,3,100,3,0,0,3,0,0,3,3,100,3,0,0,3,0,0
753:1052,Wheeler County Elementary School,27,0,0,27,0,0,27,7,25.9,27,8,29.6,27,0,0,27,19,70.4,27,0,0,27,20,74.1
753:3052,Wheeler County High School,13,0,0,13,0,0,13,2,15.4,13,4,30.8,13,1,7.7,13,9,69.2,13,0,0,13,10,76.9
754:200,Jack P Nix Primary,11,0,0,11,0,0,11,0,0,11,2,18.2,11,5,45.5,11,9,81.8,11,0,0,11,6,54.5
754:ALL,White County,46,0,0,46,1,2.2,46,1,2.2,46,18,39.1,46,6,13,46,28,60.9,46,1,2.2,46,37,80.4
755:1054,Varnell Elementary School,13,0,0,13,0,0,13,2,15.4,13,7,53.8,13,2,15.4,13,6,46.2,13,0,0,13,9,69.2
755:191,Phoenix High School,29,0,0,29,0,0,29,2,6.9,29,14,48.3,29,4,13.8,29,15,51.7,29,0,0,29,23,79.3
755:199,New Hope Elementary School,17,0,0,17,0,0,17,1,5.9,17,6,35.3,17,3,17.6,17,11,64.7,17,0,0,17,13,76.5
755:2052,Pleasant Grove Elementary School,13,0,0,13,0,0,13,0,0,13,7,53.8,13,7,53.8,13,6,46.2,13,1,7.7,13,5,38.5
755:2054,Westside Elementary School,15,0,0,15,0,0,15,1,6.7,15,6,40,15,2,13.3,15,9,60,15,0,0,15,12,80
755:3052,Tunnel Hill Elementary School,9,0,0,9,0,0,9,0,0,9,4,44.4,9,0,0,9,5,55.6,9,1,11.1,9,8,88.9
755:4050,Dug Gap Elementary School,5,0,0,5,0,0,5,0,0,5,4,80,5,2,40,5,1,20,5,1,20,5,2,40
755:575,North Whitfield Middle School,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
755:ALL,Whitfield County,368,0,0,368,0,0,368,15,4.1,368,145,39.4,368,89,24.2,368,223,60.6,368,4,1.1,368,260,70.7
757:1050,Washington-Wilkes Primary School,12,0,0,12,0,0,12,5,41.7,12,2,16.7,12,2,16.7,12,10,83.3,12,0,0,12,5,41.7
757:173,Washington-Wilkes High School,55,0,0,55,0,0,55,34,61.8,55,20,36.4,55,0,0,55,35,63.6,55,2,3.6,55,19,34.5
758:1050,Wilkinson County Primary School,22,0,0,22,0,0,22,14,63.6,22,8,36.4,22,0,0,22,14,63.6,22,0,0,22,8,36.4
758:275,Wilkinson County Middle School,15,0,0,15,0,0,15,7,46.7,15,5,33.3,15,1,6.7,15,10,66.7,15,0,0,15,7,46.7
758:ALL,Wilkinson County,38,0,0,38,0,0,38,22,57.9,38,14,36.8,38,1,2.6,38,24,63.2,38,0,0,38,15,39.5
759:176,Worth County High School,126,1,0.8,126,0,0,126,57,45.2,126,54,42.9,126,1,0.8,126,72,57.1,126,0,0,126,67,53.2
759:177,Holley Elementary School,10,0,0,10,0,0,10,6,60,10,4,40,10,0,0,10,6,60,10,0,0,10,4,40
759:196,Worth County Primary School,51,0,0,51,0,0,51,30,58.8,51,16,31.4,51,0,0,51,35,68.6,51,1,2,51,20,39.2
759:3051,Sylvester Elementary School,3,0,0,3,0,0,3,2,66.7,3,1,33.3,3,0,0,3,2,66.7,3,0,0,3,1,33.3
759:ALL,Worth County,230,1,0.4,230,0,0,230,117,50.9,230,81,35.2,230,1,0.4,230,149,64.8,230,1,0.4,230,110,47.8
761:103,Heritage Academy Elementary,3,0,0,3,0,0,3,3,100,3,2,66.7,3,0,0,3,1,33.3,3,0,0,3,0,0
761:104,Dobbs Elementary School,14,0,0,14,0,0,14,14,100,14,6,42.9,14,0,0,14,8,57.1,14,0,0,14,0,0
761:1052,Bethune Elementary School,37,0,0,37,0,0,37,37,100,37,18,48.6,37,0,0,37,19,51.4,37,0,0,37,0,0
761:1053,Boyd Elementary School,9,0,0,9,0,0,9,9,100,9,1,11.1,9,0,0,9,8,88.9,9,0,0,9,0,0
761:1068,Towns Elementary School,18,0,0,18,0,0,18,17,94.4,18,8,44.4,18,1,5.6,18,10,55.6,18,0,0,18,0,0
761:1563,Inman Middle School,6,0,0,6,0,0,6,5,83.3,6,2,33.3,6,0,0,6,4,66.7,6,0,0,6,1,16.7
761:1664,Morningside Elementary School,7,0,0,7,0,0,7,2,28.6,7,4,57.1,7,0,0,7,3,42.9,7,1,14.3,7,4,57.1
761:186,Southside High School,65,0,0,65,1,1.5,65,62,95.4,65,31,47.7,65,2,3.1,65,34,52.3,65,0,0,65,0,0
761:195,South Atlanta High School,124,0,0,124,0,0,124,123,99.2,124,45,36.3,124,1,0.8,124,79,63.7,124,0,0,124,0,0
761:196,Cascade Elementary School,15,0,0,15,0,0,15,15,100,15,4,26.7,15,0,0,15,11,73.3,15,0,0,15,0,0
761:2050,Adamsville Elementary School,10,0,0,10,0,0,10,10,100,10,3,30,10,0,0,10,7,70,10,0,0,10,0,0
761:2059,East Lake Elementary School,4,0,0,4,0,0,4,4,100,4,2,50,4,0,0,4,2,50,4,0,0,4,0,0
761:2062,Hope Elementary School,5,0,0,5,0,0,5,4,80,5,3,60,5,1,20,5,2,40,5,0,0,5,0,0
761:2560,Gideons Elementary School,21,0,0,21,1,4.8,21,18,85.7,21,9,42.9,21,1,4.8,21,12,57.1,21,0,0,21,1,4.8
761:2568,Venetian Hills Elementary School,12,0,0,12,0,0,12,12,100,12,6,50,12,0,0,12,6,50,12,0,0,12,0,0
761:2569,West Manor Elementary School,7,0,0,7,0,0,7,7,100,7,4,57.1,7,0,0,7,3,42.9,7,0,0,7,0,0
761:2664,Crim High School,42,0,0,42,0,0,42,42,100,42,16,38.1,42,0,0,42,26,61.9,42,0,0,42,0,0
761:282,Young Middle School,3,0,0,3,0,0,3,3,100,3,1,33.3,3,0,0,3,2,66.7,3,0,0,3,0,0
761:288,Price Middle School,12,0,0,12,0,0,12,12,100,12,6,50,12,0,0,12,6,50,12,0,0,12,0,0
761:289,Crim Evening Program,17,0,0,17,0,0,17,16,94.1,17,6,35.3,17,1,5.9,17,11,64.7,17,0,0,17,0,0
761:293,Benjamin S. Carson Preparatory School,18,0,0,18,0,0,18,18,100,18,4,22.2,18,0,0,18,14,77.8,18,0,0,18,0,0
761:303,Pitts-Mitchell Elementary Replacement,26,0,0,26,0,0,26,19,73.1,26,9,34.6,26,6,23.1,26,17,65.4,26,0,0,26,1,3.8
761:3050,Anderson Park Elementary School,11,0,0,11,0,0,11,11,100,11,5,45.5,11,0,0,11,6,54.5,11,0,0,11,0,0
761:3055,Carver High School,49,0,0,49,0,0,49,48,98,49,25,51,49,1,2,49,24,49,49,0,0,49,0,0
761:3057,Continental Colony Elementary School,12,0,0,12,0,0,12,12,100,12,6,50,12,0,0,12,6,50,12,0,0,12,0,0
761:3065,Peyton Forest Elementary School,5,0,0,5,0,0,5,5,100,5,2,40,5,0,0,5,3,60,5,0,0,5,0,0
761:3067,Sutton Middle School,2,0,0,2,0,0,2,2,100,2,1,50,2,0,0,2,1,50,2,0,0,2,0,0
761:3068,Walden Middle School,8,0,0,8,0,0,8,8,100,8,1,12.5,8,0,0,8,7,87.5,8,0,0,8,0,0
761:3566,Scott Elementary School,24,0,0,24,0,0,24,24,100,24,12,50,24,0,0,24,12,50,24,0,0,24,0,0
761:373,King Middle School,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0
761:4052,Blalock Elementary School,3,0,0,3,0,0,3,3,100,3,1,33.3,3,0,0,3,2,66.7,3,0,0,3,0,0
761:4063,M. A. Jones Elementary School,5,0,0,5,0,0,5,5,100,5,2,40,5,0,0,5,3,60,5,0,0,5,0,0
761:4768,Washington Evening High School,35,0,0,35,0,0,35,35,100,35,17,48.6,35,0,0,35,18,51.4,35,0,0,35,0,0
761:5050,Arkwright Elementary School,7,0,0,7,0,0,7,7,100,7,3,42.9,7,0,0,7,4,57.1,7,0,0,7,0,0
761:5051,Benteen Elementary School,4,0,0,4,0,0,4,3,75,4,1,25,4,0,0,4,3,75,4,0,0,4,1,25
761:5558,Dunbar Elementary School,9,0,0,9,0,0,9,9,100,9,2,22.2,9,0,0,9,7,77.8,9,0,0,9,0,0
761:5561,C. W. Hill Elementary School,29,0,0,29,0,0,29,29,100,29,16,55.2,29,0,0,29,13,44.8,29,0,0,29,0,0
761:5563,Kennedy Middle School,10,0,0,10,0,0,10,10,100,10,6,60,10,0,0,10,4,40,10,0,0,10,0,0
761:5569,Woodson Elementary School,2,0,0,2,0,0,2,2,100,2,1,50,2,0,0,2,1,50,2,0,0,2,0,0
761:5664,Parks Middle School,7,0,0,7,0,0,7,7,100,7,3,42.9,7,0,0,7,4,57.1,7,0,0,7,0,0
761:603,Neighborhood Charter School,3,0,0,3,0,0,3,1,33.3,3,1,33.3,3,0,0,3,2,66.7,3,0,0,3,2,66.7
761:604,Usher Elementary School,2,0,0,2,0,0,2,2,100,2,0,0,2,0,0,2,2,100,2,0,0,2,0,0
763:101,Sewell Middle School,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,0,0,1,1,100
763:201,Bremen High School,6,0,0,6,0,0,6,0,0,6,3,50,6,0,0,6,3,50,6,0,0,6,6,100
763:ALL,Bremen City,26,0,0,26,0,0,26,3,11.5,26,9,34.6,26,0,0,26,17,65.4,26,0,0,26,23,88.5
764:191,Buford High School,1,0,0,1,0,0,1,1,100,1,1,100,1,0,0,1,0,0,1,0,0,1,0,0
764:291,Buford Middle School,5,0,0,5,0,0,5,0,0,5,0,0,5,3,60,5,5,100,5,0,0,5,2,40
764:ALL,Buford City,27,0,0,27,0,0,27,2,7.4,27,13,48.1,27,18,66.7,27,14,51.9,27,1,3.7,27,6,22.2
766:193,Carrollton Elementary School,27,0,0,27,0,0,27,14,51.9,27,8,29.6,27,5,18.5,27,19,70.4,27,4,14.8,27,4,14.8
767:191,Cartersville Elementary School,15,1,6.7,15,0,0,15,4,26.7,15,8,53.3,15,8,53.3,15,7,46.7,15,0,0,15,2,13.3
767:ALL,Cartersville City,197,2,1,197,0,0,197,56,28.4,197,82,41.6,197,43,21.8,197,115,58.4,197,1,0.5,197,95,48.2
769:101,Gordon Lee Middle School,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,4,100,4,0,0,4,4,100
769:1050,Chickamauga Elementary School,5,0,0,5,0,0,5,0,0,5,2,40,5,0,0,5,3,60,5,0,0,5,5,100
771:3050,Commerce Middle School,22,0,0,22,0,0,22,3,13.6,22,8,36.4,22,1,4.5,22,14,63.6,22,0,0,22,18,81.8
772:101,Park Creek Elementary School,61,1,1.6,61,0,0,61,0,0,61,23,37.7,61,57,93.4,61,38,62.3,61,0,0,61,3,4.9
772:1050,Brookwood Elementary School,53,0,0,53,1,1.9,53,1,1.9,53,21,39.6,53,42,79.2,53,32,60.4,53,1,1.9,53,8,15.1
772:173,Westwood Elementary School,71,0,0,71,1,1.4,71,4,5.6,71,35,49.3,71,49,69,71,36,50.7,71,4,5.6,71,13,18.3
772:201,Dalton Middle School,43,0,0,43,0,0,43,5,11.6,43,12,27.9,43,34,79.1,43,31,72.1,43,1,2.3,43,3,7
772:4050,Dalton High School,90,0,0,90,5,5.6,90,6,6.7,90,38,42.2,90,66,73.3,90,52,57.8,90,1,1.1,90,12,13.3
772:ALL,Dalton City,419,1,0.2,419,7,1.7,419,21,5,419,180,43,419,335,80,419,239,57,419,9,2.1,419,46,11
773:1552,Renfroe Middle School,164,0,0,164,2,1.2,164,75,45.7,164,86,52.4,164,2,1.2,164,78,47.6,164,7,4.3,164,78,47.6
773:ALL,Decatur City,164,0,0,164,2,1.2,164,75,45.7,164,86,52.4,164,2,1.2,164,78,47.6,164,7,4.3,164,78,47.6
774:102,Dublin Middle School,16,0,0,16,0,0,16,15,93.8,16,5,31.3,16,0,0,16,11,68.8,16,0,0,16,1,6.3
774:104,Moore Street Elementary School,9,0,0,9,0,0,9,9,100,9,3,33.3,9,0,0,9,6,66.7,9,0,0,9,0,0
774:204,Saxon Heights Elementary School,11,0,0,11,0,0,11,11,100,11,4,36.4,11,0,0,11,7,63.6,11,0,0,11,0,0
774:3050,Dublin High School,74,0,0,74,0,0,74,63,85.1,74,23,31.1,74,0,0,74,51,68.9,74,0,0,74,11,14.9
776:ALL,Gainesville City,82,0,0,82,3,3.7,82,26,31.7,82,42,51.2,82,42,51.2,82,40,48.8,82,1,1.2,82,10,12.2
779:101,Jefferson Middle School,6,0,0,6,0,0,6,1,16.7,6,1,16.7,6,0,0,6,5,83.3,6,0,0,6,5,83.3
779:3050,Jefferson Elementary School,8,0,0,8,0,0,8,0,0,8,4,50,8,0,0,8,4,50,8,0,0,8,8,100
779:ALL,Jefferson City,30,0,0,30,1,3.3,30,7,23.3,30,12,40,30,1,3.3,30,18,60,30,0,0,30,21,70
781:188,Burruss Elementary School,4,0,0,4,0,0,4,3,75,4,1,25,4,1,25,4,3,75,4,0,0,4,0,0
781:194,Dunleith Elementary School,6,0,0,6,0,0,6,3,50,6,2,33.3,6,3,50,6,4,66.7,6,0,0,6,0,0
781:203,Marietta Middle School,41,0,0,41,0,0,41,17,41.5,41,17,41.5,41,14,34.1,41,24,58.5,41,2,4.9,41,8,19.5
781:294,Lockheed Elementary School,24,0,0,24,0,0,24,11,45.8,24,9,37.5,24,10,41.7,24,15,62.5,24,2,8.3,24,1,4.2
781:303,Marietta 6th Grade School,8,0,0,8,0,0,8,8,100,8,3,37.5,8,0,0,8,5,62.5,8,0,0,8,0,0
781:5052,West Side Elementary School,5,0,0,5,0,0,5,4,80,5,1,20,5,0,0,5,4,80,5,0,0,5,1,20
781:ALL,Marietta City,230,1,0.4,230,2,0.9,230,133,57.8,230,93,40.4,230,61,26.5,230,137,59.6,230,7,3,230,26,11.3
784:101,Pelham High School,34,0,0,34,0,0,34,21,61.8,34,14,41.2,34,1,2.9,34,20,58.8,34,0,0,34,12,35.3
784:201,Pelham City Middle School,12,0,0,12,0,0,12,11,91.7,12,2,16.7,12,0,0,12,10,83.3,12,0,0,12,1,8.3
784:3050,Pelham Elementary School,37,0,0,37,0,0,37,28,75.7,37,18,48.6,37,1,2.7,37,19,51.4,37,0,0,37,8,21.6
784:ALL,Pelham City,83,0,0,83,0,0,83,60,72.3,83,34,41,83,2,2.4,83,49,59,83,0,0,83,21,25.3
785:193,Rome High School,112,0,0,112,1,0.9,112,61,54.5,112,49,43.8,112,23,20.5,112,63,56.3,112,5,4.5,112,22,19.6
785:2054,West End Elementary School,23,0,0,23,1,4.3,23,5,21.7,23,7,30.4,23,11,47.8,23,16,69.6,23,0,0,23,6,26.1
785:275,East Central Elementary School,12,0,0,12,0,0,12,9,75,12,2,16.7,12,2,16.7,12,10,83.3,12,0,0,12,1,8.3
785:293,Rome Middle School,71,0,0,71,0,0,71,41,57.7,71,12,16.9,71,15,21.1,71,59,83.1,71,3,4.2,71,12,16.9
785:3052,Main Elementary School,13,0,0,13,0,0,13,13,100,13,4,30.8,13,0,0,13,9,69.2,13,0,0,13,0,0
785:4052,North Heights Elementary School,8,0,0,8,0,0,8,7,87.5,8,5,62.5,8,0,0,8,3,37.5,8,0,0,8,1,12.5
785:ALL,Rome City,278,0,0,278,2,0.7,278,153,55,278,95,34.2,278,69,24.8,278,183,65.8,278,8,2.9,278,46,16.5
786:103,Social Circle Middle School,7,0,0,7,0,0,7,3,42.9,7,1,14.3,7,0,0,7,6,85.7,7,0,0,7,4,57.1
786:200,Social Circle Elementary School,7,0,0,7,0,0,7,2,28.6,7,1,14.3,7,0,0,7,6,85.7,7,0,0,7,5,71.4
789:198,Balfour School For Young Children,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
789:3052,Scott Elementary School,8,0,0,8,0,0,8,8,100,8,3,37.5,8,0,0,8,5,62.5,8,0,0,8,0,0
789:4050,Harper Elementary School,13,0,0,13,0,0,13,13,100,13,4,30.8,13,0,0,13,9,69.2,13,0,0,13,0,0
789:ALL,Thomasville City,196,0,0,196,1,0.5,196,172,87.8,196,77,39.3,196,2,1,196,119,60.7,196,1,0.5,196,20,10.2
791:201,Trion Middle School,4,0,0,4,0,0,4,0,0,4,2,50,4,0,0,4,2,50,4,0,0,4,4,100
791:301,Trion High School,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
792:101,Sallas Mahone Elementary,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
792:103,Valdosta Middle School,30,0,0,30,0,0,30,25,83.3,30,9,30,30,0,0,30,21,70,30,1,3.3,30,4,13.3
792:173,Lomax-Pinevale Elementary School,20,0,0,20,0,0,20,20,100,20,7,35,20,0,0,20,13,65,20,0,0,20,0,0
792:195,Newbern Middle School,32,0,0,32,0,0,32,31,96.9,32,11,34.4,32,1,3.1,32,21,65.6,32,0,0,32,0,0
792:2052,Southeast Elementary School,5,0,0,5,0,0,5,5,100,5,1,20,5,0,0,5,4,80,5,0,0,5,0,0
793:2050,J. D. Dickerson Primary School,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
793:5050,Sally Dailey Meadows Elementary School,3,0,0,3,0,0,3,3,100,3,2,66.7,3,0,0,3,1,33.3,3,0,0,3,0,0
733:201,Taylor County High School,46,0,0,46,0,0,46,36,78.3,46,12,26.1,46,0,0,46,34,73.9,46,0,0,46,10,21.7
733:ALL,Taylor County,121,0,0,121,0,0,121,77,63.6,121,34,28.1,121,0,0,121,87,71.9,121,0,0,121,44,36.4
734:101,Telfair County Middle School,32,0,0,32,0,0,32,17,53.1,32,18,56.3,32,0,0,32,14,43.8,32,1,3.1,32,14,43.8
734:104,Telfair County Elementary,36,0,0,36,0,0,36,22,61.1,36,12,33.3,36,1,2.8,36,24,66.7,36,0,0,36,13,36.1
735:4050,Terrell County Middle/High School,10,0,0,10,0,0,10,10,100,10,5,50,10,0,0,10,5,50,10,0,0,10,0,0
736:100,The School at Bishop Hall,29,0,0,29,0,0,29,14,48.3,29,13,44.8,29,0,0,29,16,55.2,29,0,0,29,15,51.7
736:191,Thomas County Central High School,81,0,0,81,0,0,81,34,42,81,24,29.6,81,0,0,81,57,70.4,81,0,0,81,47,58
736:194,Cross Creek Elementary School,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
736:5050,Garrison-Pilcher Elementary School,83,1,1.2,83,0,0,83,29,34.9,83,38,45.8,83,4,4.8,83,45,54.2,83,1,1.2,83,48,57.8
736:ALL,Thomas County,271,1,0.4,271,0,0,271,102,37.6,271,93,34.3,271,7,2.6,271,178,65.7,271,1,0.4,271,160,59
737:104,Annie Belle Clark Primary School,39,0,0,39,0,0,39,23,59,39,22,56.4,39,4,10.3,39,17,43.6,39,0,0,39,12,30.8
737:1052,J. T. Reddick Elementary School,16,0,0,16,0,0,16,7,43.8,16,2,12.5,16,0,0,16,14,87.5,16,1,6.3,16,8,50
737:199,Tift County High School,100,0,0,100,0,0,100,51,51,100,43,43,100,4,4,100,57,57,100,0,0,100,45,45
737:2050,Len Lastinger Primary School,17,0,0,17,0,0,17,7,41.2,17,6,35.3,17,5,29.4,17,11,64.7,17,0,0,17,5,29.4
737:3050,Northside Primary School,24,0,0,24,1,4.2,24,9,37.5,24,10,41.7,24,7,29.2,24,14,58.3,24,1,4.2,24,6,25
737:ALL,Tift County,361,0,0,361,2,0.6,361,173,47.9,361,141,39.1,361,45,12.5,361,220,60.9,361,5,1.4,361,136,37.7
738:103,Toombs County Middle School,24,0,0,24,0,0,24,8,33.3,24,9,37.5,24,1,4.2,24,15,62.5,24,0,0,24,15,62.5
738:104,Lyons Primary School,22,0,0,22,0,0,22,2,9.1,22,7,31.8,22,8,36.4,22,15,68.2,22,2,9.1,22,10,45.5
738:204,Lyons Upper Elementary,2,0,0,2,0,0,2,0,0,2,1,50,2,2,100,2,1,50,2,0,0,2,0,0
739:204,Towns County High School,11,0,0,11,0,0,11,0,0,11,6,54.5,11,0,0,11,5,45.5,11,0,0,11,11,100
739:ALL,Towns County,28,0,0,28,0,0,28,0,0,28,14,50,28,0,0,28,14,50,28,0,0,28,28,100
740:3050,Treutlen Middle/High School,27,0,0,27,0,0,27,15,55.6,27,13,48.1,27,0,0,27,14,51.9,27,1,3.7,27,11,40.7
740:ALL,Treutlen County,41,0,0,41,0,0,41,22,53.7,41,18,43.9,41,0,0,41,23,56.1,41,1,2.4,41,18,43.9
741:187,West Point Elementary School,9,0,0,9,0,0,9,6,66.7,9,2,22.2,9,0,0,9,7,77.8,9,1,11.1,9,2,22.2
741:191,Gardner-Newman Middle School,2,0,0,2,0,0,2,1,50,2,0,0,2,0,0,2,2,100,2,0,0,2,1,50
741:397,Hogansville Elementary School,8,0,0,8,0,0,8,4,50,8,3,37.5,8,0,0,8,5,62.5,8,0,0,8,4,50
741:4050,Mountville Elementary School,11,0,0,11,0,0,11,6,54.5,11,5,45.5,11,0,0,11,6,54.5,11,1,9.1,11,4,36.4
741:4052,Cannon Street Elementary School,11,0,0,11,0,0,11,4,36.4,11,3,27.3,11,0,0,11,8,72.7,11,1,9.1,11,6,54.5
741:5050,Rosemont Elementary School,14,0,0,14,0,0,14,6,42.9,14,10,71.4,14,0,0,14,4,28.6,14,0,0,14,8,57.1
742:1050,Turner County Specialty School,2,0,0,2,0,0,2,2,100,2,0,0,2,0,0,2,2,100,2,0,0,2,0,0
742:196,Turner County Elementary School,33,0,0,33,0,0,33,18,54.5,33,10,30.3,33,1,3,33,23,69.7,33,0,0,33,14,42.4
742:3050,Turner County High School,36,1,2.8,36,0,0,36,27,75,36,15,41.7,36,0,0,36,21,58.3,36,0,0,36,8,22.2
743:203,Dry Branch Elementary,9,0,0,9,0,0,9,3,33.3,9,6,66.7,9,0,0,9,3,33.3,9,1,11.1,9,5,55.6
743:403,Twiggs County Middle School,6,0,0,6,0,0,6,4,66.7,6,1,16.7,6,0,0,6,5,83.3,6,0,0,6,2,33.3
743:ALL,Twiggs County,53,0,0,53,0,0,53,34,64.2,53,19,35.8,53,1,1.9,53,34,64.2,53,1,1.9,53,17,32.1
744:3050,Woody Gap High/Elementary School,8,0,0,8,0,0,8,0,0,8,3,37.5,8,0,0,8,5,62.5,8,0,0,8,8,100
744:ALL,Union County,113,0,0,113,0,0,113,0,0,113,40,35.4,113,2,1.8,113,73,64.6,113,0,0,113,111,98.2
745:195,Upson-Lee High School,73,0,0,73,0,0,73,21,28.8,73,33,45.2,73,0,0,73,40,54.8,73,1,1.4,73,51,69.9
745:198,Upson-Lee South Primary School,24,0,0,24,0,0,24,11,45.8,24,14,58.3,24,0,0,24,10,41.7,24,0,0,24,13,54.2
745:298,Upson-Lee South Elementary School,9,0,0,9,0,0,9,6,66.7,9,5,55.6,9,0,0,9,4,44.4,9,0,0,9,3,33.3
745:395,Upson-Lee Middle School,80,0,0,80,0,0,80,29,36.3,80,19,23.8,80,0,0,80,61,76.3,80,0,0,80,51,63.8
746:100,Rock Spring Elementary School,4,0,0,4,0,0,4,0,0,4,2,50,4,0,0,4,2,50,4,0,0,4,4,100
746:194,Rossville Elementary School,12,0,0,12,0,0,12,0,0,12,8,66.7,12,0,0,12,4,33.3,12,1,8.3,12,11,91.7
746:195,Gilbert Elementary School,12,0,0,12,1,8.3,12,1,8.3,12,7,58.3,12,0,0,12,5,41.7,12,0,0,12,10,83.3
746:2056,Naomi Elementary School,16,0,0,16,0,0,16,0,0,16,6,37.5,16,0,0,16,10,62.5,16,1,6.3,16,15,93.8
746:290,Chattanooga Valley Middle School,12,0,0,12,0,0,12,0,0,12,2,16.7,12,0,0,12,10,83.3,12,0,0,12,12,100
746:5052,Stone Creek Elementary School,27,0,0,27,0,0,27,5,18.5,27,10,37,27,0,0,27,17,63,27,1,3.7,27,21,77.8
747:101,Atha Road Elementary School,10,0,0,10,0,0,10,1,10,10,6,60,10,0,0,10,4,40,10,1,10,10,8,80
747:1052,Monroe Primary School,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0
747:193,Carver Middle School,10,0,0,10,0,0,10,2,20,10,2,20,10,0,0,10,8,80,10,0,0,10,8,80
747:195,Walnut Grove Elementary School,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,100,2,0,0,2,2,100
747:202,Youth Elementary School,7,0,0,7,0,0,7,0,0,7,2,28.6,7,0,0,7,5,71.4,7,0,0,7,7,100
747:2052,Walker Park Elementary School,21,0,0,21,0,0,21,0,0,21,6,28.6,21,1,4.8,21,15,71.4,21,0,0,21,20,95.2
747:ALL,Walton County,305,0,0,305,4,1.3,305,68,22.3,305,115,37.7,305,3,1,305,190,62.3,305,3,1,305,227,74.4
748:3050,Memorial Drive Elementary School,7,0,0,7,0,0,7,0,0,7,2,28.6,7,0,0,7,5,71.4,7,0,0,7,7,100
748:395,Ware County Middle School,47,1,2.1,47,0,0,47,21,44.7,47,12,25.5,47,1,2.1,47,35,74.5,47,0,0,47,24,51.1
748:396,Ruskin Elementary School,28,0,0,28,0,0,28,14,50,28,11,39.3,28,0,0,28,17,60.7,28,0,0,28,14,50
748:ALL,Ware County,313,2,0.6,313,1,0.3,313,157,50.2,313,114,36.4,313,4,1.3,313,199,63.6,313,0,0,313,149,47.6
749:3050,Freeman Elementary School,73,0,0,73,0,0,73,71,97.3,73,26,35.6,73,0,0,73,47,64.4,73,0,0,73,2,2.7
750:1050,Crawford Primary School,5,0,0,5,0,0,5,3,60,5,2,40,5,0,0,5,3,60,5,0,0,5,2,40
750:199,T. J. Elder Middle School,2,0,0,2,0,0,2,2,100,2,0,0,2,0,0,2,2,100,2,0,0,2,0,0
750:2050,Elder Primary School,25,0,0,25,0,0,25,19,76,25,9,36,25,0,0,25,16,64,25,1,4,25,5,20
750:4050,Sandersville Elementary School,6,0,0,6,0,0,6,4,66.7,6,3,50,6,0,0,6,3,50,6,0,0,6,2,33.3
750:5050,Tennille Elementary School,2,0,0,2,0,0,2,2,100,2,1,50,2,0,0,2,1,50,2,0,0,2,0,0
751:101,Wayne County High School,84,0,0,84,0,0,84,33,39.3,84,31,36.9,84,3,3.6,84,53,63.1,84,0,0,84,48,57.1
751:1052,Screven Elementary School,4,0,0,4,0,0,4,2,50,4,1,25,4,0,0,4,3,75,4,1,25,4,1,25
751:194,Martha Puckett Middle School,12,0,0,12,0,0,12,4,33.3,12,4,33.3,12,0,0,12,8,66.7,12,0,0,12,8,66.7
751:3050,Odum Elementary School,4,0,0,4,0,0,4,1,25,4,1,25,4,0,0,4,3,75,4,0,0,4,3,75
751:394,Oak Vista Elementary School,5,0,0,5,0,0,5,2,40,5,4,80,5,0,0,5,1,20,5,0,0,5,3,60
751:6000,Wayne County High Night School,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0
752:ALL,Webster County,3,0,0,3,0,0,3,3,100,3,0,0,3,0,0,3,3,100,3,0,0,3,0,0
753:ALL,Wheeler County,40,0,0,40,0,0,40,9,22.5,40,12,30,40,1,2.5,40,28,70,40,0,0,40,30,75
