"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","OUT_OF_STATE_ENR_RANK"
2018,"678","Jackson County","ALL","All Jackson County High Schools","Brigham Young University",1
2018,"678","Jackson County","ALL","All Jackson County High Schools","Florida Institute Of Technology",2
2018,"678","Jackson County","ALL","All Jackson County High Schools","Niagara University",2
2018,"678","Jackson County","ALL","All Jackson County High Schools","Western Carolina University",2
2018,"679","Jasper County","0108","Jasper County High School","Arkansas Tech University",1
2018,"679","Jasper County","0108","Jasper County High School","Lee University",1
2018,"679","Jasper County","0108","Jasper County High School","Saint Leo University",1
2018,"679","Jasper County","0108","Jasper County High School","University Of Florida",1
2018,"679","Jasper County","0108","Jasper County High School","University Of Kentucky",1
2018,"679","Jasper County","ALL","All Jasper County High Schools","Arkansas Tech University",1
2018,"679","Jasper County","ALL","All Jasper County High Schools","Lee University",1
2018,"679","Jasper County","ALL","All Jasper County High Schools","Saint Leo University",1
2018,"679","Jasper County","ALL","All Jasper County High Schools","University Of Florida",1
2018,"679","Jasper County","ALL","All Jasper County High Schools","University Of Kentucky",1
2018,"680","Jeff Davis County","0199","Jeff Davis High School","Carson-Newman Univ Masters",2
2018,"680","Jeff Davis County","0199","Jeff Davis High School","University Of Maryland - University Col",2
2018,"680","Jeff Davis County","0199","Jeff Davis High School","University Of Pikeville",2
2018,"680","Jeff Davis County","0199","Jeff Davis High School","University Of The Cumberlands",1
2018,"680","Jeff Davis County","0199","Jeff Davis High School","Western Governors University",2
2018,"680","Jeff Davis County","ALL","All Jeff Davis County High Schools","Carson-Newman Univ Masters",2
2018,"680","Jeff Davis County","ALL","All Jeff Davis County High Schools","Maryville College",2
2018,"680","Jeff Davis County","ALL","All Jeff Davis County High Schools","University Of Pikeville",2
2018,"680","Jeff Davis County","ALL","All Jeff Davis County High Schools","University Of The Cumberlands",1
2018,"680","Jeff Davis County","ALL","All Jeff Davis County High Schools","Western Governors University",2
2018,"681","Jefferson County","0196","Jefferson County High School","Indiana Institute Of Technology",1
2018,"681","Jefferson County","0196","Jefferson County High School","Limestone College",1
2018,"681","Jefferson County","0196","Jefferson County High School","Post University",1
2018,"681","Jefferson County","0196","Jefferson County High School","Samford University",1
2018,"681","Jefferson County","0196","Jefferson County High School","University Of The Cumberlands",1
2018,"681","Jefferson County","ALL","All Jefferson County High Schools","Brevard College",1
2018,"681","Jefferson County","ALL","All Jefferson County High Schools","Central Texas College-Traditional",1
2018,"681","Jefferson County","ALL","All Jefferson County High Schools","Clemson University",1
2018,"681","Jefferson County","ALL","All Jefferson County High Schools","Indiana Institute Of Technology",1
2018,"681","Jefferson County","ALL","All Jefferson County High Schools","University Of The Cumberlands",1
2018,"682","Jenkins County","0201","Jenkins County High School","Benedict College",1
2018,"682","Jenkins County","ALL","All Jenkins County High Schools","Benedict College",1
2018,"684","Jones County","0192","Jones County High School","Auburn University At Montgomery",3
2018,"684","Jones County","0192","Jones County High School","Berklee College Of Music",3
2018,"684","Jones County","0192","Jones County High School","Lane College",3
2018,"684","Jones County","0192","Jones County High School","Miles College",1
2018,"684","Jones County","0192","Jones County High School","Tuskegee University",1
2018,"684","Jones County","ALL","All Jones County High Schools","Cochise College",3
2018,"684","Jones County","ALL","All Jones County High Schools","Hutchinson Community College",3
2018,"684","Jones County","ALL","All Jones County High Schools","Middle Tennessee State University",3
2018,"684","Jones County","ALL","All Jones County High Schools","Miles College",1
2018,"684","Jones County","ALL","All Jones County High Schools","Tuskegee University",1
2018,"685","Lamar County","0175","Lamar County High School","Cosumnes River College-Los Rios Cc Dist",1
2018,"685","Lamar County","0175","Lamar County High School","Huntingdon College",1
2018,"685","Lamar County","0175","Lamar County High School","Jacksonville State University",1
2018,"685","Lamar County","0175","Lamar County High School","Maryville College",1
2018,"685","Lamar County","0175","Lamar County High School","Western Carolina University",1
2018,"685","Lamar County","ALL","All Lamar County High Schools","Cosumnes River College-Los Rios Cc Dist",1
2018,"685","Lamar County","ALL","All Lamar County High Schools","Huntingdon College",1
2018,"685","Lamar County","ALL","All Lamar County High Schools","Maryville College",1
2018,"685","Lamar County","ALL","All Lamar County High Schools","Strayer University-Washington",1
2018,"685","Lamar County","ALL","All Lamar County High Schools","University Of Alabama",1
2018,"686","Lanier County","0201","Lanier County High School","Faulkner University",1
2018,"686","Lanier County","0201","Lanier County High School","Florida State University",1
2018,"686","Lanier County","ALL","All Lanier County High Schools","Faulkner University",1
2018,"686","Lanier County","ALL","All Lanier County High Schools","Florida State University",1
2018,"687","Laurens County","0110","West Laurens High School","Cochise College",1
2018,"687","Laurens County","0110","West Laurens High School","Pasadena City College",1
2018,"687","Laurens County","0110","West Laurens High School","St Louis Community College",1
2018,"687","Laurens County","0110","West Laurens High School","University Of South Carolina @ Beaufort",1
2018,"687","Laurens County","0110","West Laurens High School","Wabash College",1
2018,"687","Laurens County","0197","East Laurens High School","American Intercontinental University",1
2018,"687","Laurens County","0197","East Laurens High School","Limestone College",1
2018,"687","Laurens County","ALL","All Laurens County High Schools","Dodge City Community College",1
2018,"687","Laurens County","ALL","All Laurens County High Schools","Tallahassee Community College",1
2018,"687","Laurens County","ALL","All Laurens County High Schools","University Of South Carolina @ Beaufort",1
2018,"687","Laurens County","ALL","All Laurens County High Schools","University Of The Cumberlands",1
2018,"687","Laurens County","ALL","All Laurens County High Schools","Wabash College",1
2018,"688","Lee County","0193","Lee County High School","Alabama A & M University",2
2018,"688","Lee County","0193","Lee County High School","Dodge City Community College",2
2018,"688","Lee County","0193","Lee County High School","Florida A&M University",1
2018,"688","Lee County","0193","Lee County High School","Huntingdon College",2
2018,"688","Lee County","0193","Lee County High School","University Of Texas - San Antonio",2
2018,"688","Lee County","ALL","All Lee County High Schools","Florida A&M University",1
2018,"688","Lee County","ALL","All Lee County High Schools","Florida State University",2
2018,"688","Lee County","ALL","All Lee County High Schools","Marshall University, Huntington",2
2018,"688","Lee County","ALL","All Lee County High Schools","Santa Fe College",2
2018,"688","Lee County","ALL","All Lee County High Schools","University Of Alabama",2
2018,"689","Liberty County","0105","Bradwell Institute","Arizona State University",3
2018,"689","Liberty County","0105","Bradwell Institute","Columbia College Adult8wk Undergrad",1
2018,"689","Liberty County","0105","Bradwell Institute","Johnson & Wales- North Miami",4
2018,"689","Liberty County","0105","Bradwell Institute","Montclair State University",4
2018,"689","Liberty County","0105","Bradwell Institute","Warner University",2
2018,"689","Liberty County","0192","Liberty County High School","Butte College",1
2018,"689","Liberty County","0192","Liberty County High School","Cochise College",5
2018,"689","Liberty County","0192","Liberty County High School","Hutchinson Community College",2
2018,"689","Liberty County","0192","Liberty County High School","Neosho County Community College",2
2018,"689","Liberty County","0192","Liberty County High School","Strayer University-Washington",2
2018,"689","Liberty County","ALL","All Liberty County High Schools","Arizona State University",2
2018,"689","Liberty County","ALL","All Liberty County High Schools","Butte College",2
2018,"689","Liberty County","ALL","All Liberty County High Schools","Columbia College Adult8wk Undergrad",1
2018,"689","Liberty County","ALL","All Liberty County High Schools","Strayer University-Washington",2
2018,"689","Liberty County","ALL","All Liberty County High Schools","Warner University",2
2018,"690","Lincoln County","0110","Lincoln County High School","Cochise College",1
