"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","INSTATE_ENR_RANK"
2018,"658","Forsyth County","0107","West Forsyth High School","Georgia State University",5
2018,"658","Forsyth County","0107","West Forsyth High School","Kennesaw State University",2
2018,"658","Forsyth County","0107","West Forsyth High School","University Of Georgia",3
2018,"658","Forsyth County","0107","West Forsyth High School","University Of North Georgia",1
2018,"658","Forsyth County","0190","South Forsyth High School","Georgia Southern University",5
2018,"658","Forsyth County","0190","South Forsyth High School","Georgia State University",2
2018,"658","Forsyth County","0190","South Forsyth High School","Kennesaw State University",3
2018,"658","Forsyth County","0190","South Forsyth High School","University Of Georgia",1
2018,"658","Forsyth County","0190","South Forsyth High School","University Of North Georgia",4
2018,"658","Forsyth County","0195","North Forsyth High School","Georgia College & State University",5
2018,"658","Forsyth County","0195","North Forsyth High School","Kennesaw State University",2
2018,"658","Forsyth County","0195","North Forsyth High School","Lanier Technical College",3
2018,"658","Forsyth County","0195","North Forsyth High School","University Of Georgia",4
2018,"658","Forsyth County","0195","North Forsyth High School","University Of North Georgia",1
2018,"658","Forsyth County","0214","Lambert High School","Georgia College & State University",5
2018,"658","Forsyth County","0214","Lambert High School","Georgia State University",2
2018,"658","Forsyth County","0214","Lambert High School","Kennesaw State University",4
2018,"658","Forsyth County","0214","Lambert High School","University Of Georgia",1
2018,"658","Forsyth County","0214","Lambert High School","University Of North Georgia",2
2018,"658","Forsyth County","0219","Forsyth Virtual Academy","Lanier Technical College",1
2018,"658","Forsyth County","0219","Forsyth Virtual Academy","Reinhardt University",3
2018,"658","Forsyth County","0219","Forsyth Virtual Academy","Savannah College Of Art & Design",3
2018,"658","Forsyth County","0219","Forsyth Virtual Academy","University Of Georgia",3
2018,"658","Forsyth County","0219","Forsyth Virtual Academy","University Of North Georgia",2
2018,"658","Forsyth County","5050","Forsyth Central High School","Georgia State University",5
2018,"658","Forsyth County","5050","Forsyth Central High School","Kennesaw State University",2
2018,"658","Forsyth County","5050","Forsyth Central High School","Lanier Technical College",4
2018,"658","Forsyth County","5050","Forsyth Central High School","University Of Georgia",3
2018,"658","Forsyth County","5050","Forsyth Central High School","University Of North Georgia",1
2018,"658","Forsyth County","ALL","All Forsyth County High Schools","Georgia Southern University",5
2018,"658","Forsyth County","ALL","All Forsyth County High Schools","Georgia State University",4
2018,"658","Forsyth County","ALL","All Forsyth County High Schools","Kennesaw State University",3
2018,"658","Forsyth County","ALL","All Forsyth County High Schools","University Of Georgia",2
2018,"658","Forsyth County","ALL","All Forsyth County High Schools","University Of North Georgia",1
2018,"659","Franklin County","3050","Franklin County High School","Athens Technical College",2
2018,"659","Franklin County","3050","Franklin County High School","Emmanuel College",3
2018,"659","Franklin County","3050","Franklin County High School","North Georgia Technical College",1
2018,"659","Franklin County","3050","Franklin County High School","University Of Georgia",5
2018,"659","Franklin County","3050","Franklin County High School","University Of North Georgia",4
2018,"659","Franklin County","ALL","All Franklin County High Schools","Athens Technical College",2
2018,"659","Franklin County","ALL","All Franklin County High Schools","Emmanuel College",3
2018,"659","Franklin County","ALL","All Franklin County High Schools","North Georgia Technical College",1
2018,"659","Franklin County","ALL","All Franklin County High Schools","University Of Georgia",5
2018,"659","Franklin County","ALL","All Franklin County High Schools","University Of North Georgia",4
2018,"660","Fulton County","0106","Milton High School","Georgia College & State University",5
2018,"660","Fulton County","0106","Milton High School","Georgia Institute Of Technology",3
2018,"660","Fulton County","0106","Milton High School","Georgia State University",1
2018,"660","Fulton County","0106","Milton High School","Kennesaw State University",4
2018,"660","Fulton County","0106","Milton High School","University Of Georgia",1
2018,"660","Fulton County","0118","Hapeville Charter Career Academy","Atlanta Technical College",4
2018,"660","Fulton County","0118","Hapeville Charter Career Academy","Georgia Military College",3
2018,"660","Fulton County","0118","Hapeville Charter Career Academy","Georgia State University",1
2018,"660","Fulton County","0118","Hapeville Charter Career Academy","Savannah State University",2
2018,"660","Fulton County","0118","Hapeville Charter Career Academy","University Of West Georgia",5
2018,"660","Fulton County","0119","Cambridge High School","Georgia Institute Of Technology",5
2018,"660","Fulton County","0119","Cambridge High School","Georgia State University",1
2018,"660","Fulton County","0119","Cambridge High School","Kennesaw State University",3
2018,"660","Fulton County","0119","Cambridge High School","University Of Georgia",2
2018,"660","Fulton County","0119","Cambridge High School","University Of North Georgia",4
2018,"660","Fulton County","0176","Banneker High School","Albany State University",1
2018,"660","Fulton County","0176","Banneker High School","Atlanta Metropolitan State College",3
2018,"660","Fulton County","0176","Banneker High School","Georgia Military College",4
2018,"660","Fulton County","0176","Banneker High School","Georgia State University",2
2018,"660","Fulton County","0176","Banneker High School","University Of West Georgia",4
2018,"660","Fulton County","0191","Roswell High School","Georgia College & State University",4
2018,"660","Fulton County","0191","Roswell High School","Georgia Institute Of Technology",5
2018,"660","Fulton County","0191","Roswell High School","Georgia State University",1
2018,"660","Fulton County","0191","Roswell High School","Kennesaw State University",2
2018,"660","Fulton County","0191","Roswell High School","University Of Georgia",3
2018,"660","Fulton County","0198","Centennial High School","Georgia Institute Of Technology",4
2018,"660","Fulton County","0198","Centennial High School","Georgia State University",1
2018,"660","Fulton County","0198","Centennial High School","Kennesaw State University",3
2018,"660","Fulton County","0198","Centennial High School","University Of Georgia",2
2018,"660","Fulton County","0198","Centennial High School","University Of North Georgia",5
2018,"660","Fulton County","0203","Northview High School","Georgia Institute Of Technology",3
2018,"660","Fulton County","0203","Northview High School","Georgia Southern University",5
2018,"660","Fulton County","0203","Northview High School","Georgia State University",1
2018,"660","Fulton County","0203","Northview High School","Kennesaw State University",4
2018,"660","Fulton County","0203","Northview High School","University Of Georgia",2
2018,"660","Fulton County","0205","Alpharetta High School","Georgia Institute Of Technology",4
2018,"660","Fulton County","0205","Alpharetta High School","Georgia Southern University",5
2018,"660","Fulton County","0205","Alpharetta High School","Georgia State University",2
2018,"660","Fulton County","0205","Alpharetta High School","Kennesaw State University",3
2018,"660","Fulton County","0205","Alpharetta High School","University Of Georgia",1
2018,"660","Fulton County","0291","Creekside High School","Albany State University",4
2018,"660","Fulton County","0291","Creekside High School","Atlanta Metropolitan State College",4
2018,"660","Fulton County","0291","Creekside High School","Georgia Military College",2
2018,"660","Fulton County","0291","Creekside High School","Georgia State University",1
2018,"660","Fulton County","0291","Creekside High School","University Of West Georgia",3
2018,"660","Fulton County","0383","McClarin High School","Albany State University",5
2018,"660","Fulton County","0383","McClarin High School","Atlanta Metropolitan State College",1
2018,"660","Fulton County","0383","McClarin High School","Georgia Military College",2
2018,"660","Fulton County","0383","McClarin High School","Georgia State University",2
2018,"660","Fulton County","0383","McClarin High School","United Education Institute- Uei Morrow",2
2018,"660","Fulton County","0386","Independence High School","Georgia Gwinnett College",3
2018,"660","Fulton County","0386","Independence High School","Georgia Southern University",5
2018,"660","Fulton County","0386","Independence High School","Georgia State University",1
